#gene_id	GO
SpGA2022_017581-R0	GO:0004861,GO:0005634,GO:0007050,GO:0045736
SpGA2022_017582-R0	NA
SpGA2022_017583-R0	NA
SpGA2022_017584-R0	NA
SpGA2022_017585-R0	GO:0008270
SpGA2022_017586-R0	NA
SpGA2022_055335-R0	GO:0003714,GO:0005515
SpGA2022_017588-R0	NA
SpGA2022_017589-R0	NA
SpGA2022_055336-R0	GO:0003676
SpGA2022_017591-R0	GO:0005515
SpGA2022_017591-R1	GO:0005515
SpGA2022_017592-R0	GO:0051011
SpGA2022_017593-R0	GO:0016491
SpGA2022_017593-R1	GO:0016491
SpGA2022_017595-R0	GO:0005515
SpGA2022_017596-R0	NA
SpGA2022_055339-R0	NA
SpGA2022_017598-R0	NA
SpGA2022_017599-R0	GO:0005524,GO:0007018,GO:0008017,GO:1990939
SpGA2022_017600-R0	GO:0000160
SpGA2022_017600-R1	GO:0000160
SpGA2022_017601-R0	GO:0005515,GO:0008270
SpGA2022_017601-R1	GO:0005515,GO:0008270
SpGA2022_055341-R0	NA
SpGA2022_055343-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_055344-R0	GO:0005509
SpGA2022_017604-R0	GO:0016791
SpGA2022_055345-R0	GO:0003723,GO:0003735,GO:0005840,GO:0006412
SpGA2022_055346-R0	GO:0005737,GO:0120009,GO:0120013
SpGA2022_017607-R0	GO:0003712,GO:0006357,GO:0016592
SpGA2022_017608-R0	NA
SpGA2022_055347-R0	GO:0005515
SpGA2022_017610-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_055348-R0	GO:0008168
SpGA2022_017611-R0	NA
SpGA2022_017613-R0	GO:0003676
SpGA2022_055349-R0	NA
SpGA2022_017615-R0	GO:0008080
SpGA2022_017615-R1	GO:0008080
SpGA2022_055351-R0	NA
SpGA2022_055352-R0	GO:0005643,GO:0046907
SpGA2022_017618-R0	GO:0005515
SpGA2022_017619-R0	GO:0005515
SpGA2022_055353-R0	GO:0005515
SpGA2022_017621-R0	NA
SpGA2022_017622-R0	NA
SpGA2022_017623-R0	GO:0005975,GO:0016853,GO:0097367,GO:1901135
SpGA2022_017624-R0	NA
SpGA2022_017625-R0	GO:0045735
SpGA2022_017626-R0	GO:0045735
SpGA2022_017627-R0	GO:0003824,GO:0005975,GO:0006108,GO:0016615,GO:0016616
SpGA2022_017627-R1	GO:0003824,GO:0005975,GO:0006108,GO:0016491,GO:0016615,GO:0016616,GO:0019752,GO:0030060
SpGA2022_017628-R0	NA
SpGA2022_017629-R0	NA
SpGA2022_055355-R0	NA
SpGA2022_017631-R0	GO:0000123,GO:0016573
SpGA2022_017632-R0	NA
SpGA2022_017633-R0	NA
SpGA2022_017634-R0	NA
SpGA2022_055356-R0	GO:0003779,GO:0015629,GO:0030042
SpGA2022_017636-R0	GO:0000287,GO:0004427,GO:0005737,GO:0006796
SpGA2022_017637-R0	GO:0008289
SpGA2022_017638-R0	NA
SpGA2022_055357-R0	NA
SpGA2022_055358-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_017641-R0	NA
SpGA2022_017642-R0	NA
SpGA2022_017643-R0	GO:0006629
SpGA2022_017644-R0	NA
SpGA2022_017645-R0	GO:0005739,GO:0022900
SpGA2022_017646-R0	NA
SpGA2022_055359-R0	GO:0005216,GO:0005249,GO:0006811,GO:0006813,GO:0016020,GO:0055085
SpGA2022_017648-R0	GO:0015267,GO:0016020,GO:0055085
SpGA2022_017648-R1	GO:0015267,GO:0016020,GO:0055085
SpGA2022_017649-R0	NA
SpGA2022_017650-R0	NA
SpGA2022_017651-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_017652-R0	NA
SpGA2022_017653-R0	NA
SpGA2022_017654-R0	NA
SpGA2022_017655-R0	NA
SpGA2022_055361-R0	GO:0003677,GO:0005515,GO:0005634,GO:0006355,GO:0009725
SpGA2022_017657-R0	NA
SpGA2022_055362-R0	GO:0019903,GO:0043666
SpGA2022_017659-R0	GO:0003725
SpGA2022_017660-R0	NA
SpGA2022_055363-R0	GO:0005975,GO:0016868
SpGA2022_055364-R0	GO:0000287,GO:0004749,GO:0009116,GO:0009165
SpGA2022_017663-R0	GO:0005744,GO:0030150
SpGA2022_017664-R0	NA
SpGA2022_017665-R0	GO:0005515,GO:0006886
SpGA2022_017666-R0	GO:0008270
SpGA2022_017667-R0	NA
SpGA2022_017668-R0	NA
SpGA2022_017669-R0	NA
SpGA2022_055365-R0	GO:0003676,GO:0006396,GO:0008173,GO:0046872
SpGA2022_055366-R0	GO:0003677,GO:0003887,GO:0005524,GO:0006260,GO:0009360
SpGA2022_017671-R0	NA
SpGA2022_017672-R0	NA
SpGA2022_017674-R0	NA
SpGA2022_017675-R0	NA
SpGA2022_017676-R0	GO:0005515
SpGA2022_017677-R0	NA
SpGA2022_055367-R0	GO:0003677,GO:0003697,GO:0006355,GO:0006952
SpGA2022_017679-R0	GO:0006890,GO:0016021
SpGA2022_055368-R0	GO:0004553,GO:0005975,GO:0030246
SpGA2022_055369-R0	GO:0005524,GO:0005737,GO:0016887,GO:0030163,GO:0036402
SpGA2022_017682-R0	NA
SpGA2022_017683-R0	NA
SpGA2022_017684-R0	NA
SpGA2022_017685-R0	NA
SpGA2022_017686-R0	NA
SpGA2022_017687-R0	NA
SpGA2022_017688-R0	GO:0016491
SpGA2022_017689-R0	GO:0016491
SpGA2022_055370-R0	GO:0040008
SpGA2022_017691-R0	GO:0000166,GO:0004812,GO:0004831,GO:0005524,GO:0006418
SpGA2022_017692-R0	GO:0000079,GO:0019901
SpGA2022_017693-R0	GO:0003723,GO:0005634,GO:0042255
SpGA2022_017694-R0	GO:0006508,GO:0008234,GO:0019784
SpGA2022_017695-R0	NA
SpGA2022_017696-R0	NA
SpGA2022_017697-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_055371-R0	NA
SpGA2022_055372-R0	GO:0003756
SpGA2022_017700-R0	NA
SpGA2022_017701-R0	GO:0016787
SpGA2022_017702-R0	GO:0016787
SpGA2022_017703-R0	GO:0015986,GO:0045261,GO:0046933
SpGA2022_017705-R0	GO:0003924,GO:0005525
SpGA2022_017705-R1	GO:0003924,GO:0005525
SpGA2022_017706-R0	GO:0005515
SpGA2022_017707-R0	GO:0005515
SpGA2022_017708-R0	GO:0005515
SpGA2022_055374-R0	GO:0005525
SpGA2022_017710-R0	NA
SpGA2022_017711-R0	GO:0005515
SpGA2022_017712-R0	GO:0005524,GO:0070615
SpGA2022_055375-R0	GO:0008168
SpGA2022_017714-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_055376-R0	GO:0006355,GO:0008270
SpGA2022_017716-R0	GO:0000287,GO:0004749,GO:0009116,GO:0009165
SpGA2022_017717-R0	NA
SpGA2022_017718-R0	NA
SpGA2022_017719-R0	GO:0003680
SpGA2022_017720-R0	GO:0046872
SpGA2022_017721-R0	NA
SpGA2022_017722-R0	GO:0015035
SpGA2022_017723-R0	GO:0046872
SpGA2022_017724-R0	GO:0003676
SpGA2022_017725-R0	NA
SpGA2022_017726-R0	GO:0000287,GO:0005524,GO:0032957,GO:0047325,GO:0052725,GO:0052726
SpGA2022_017727-R0	GO:0000445,GO:0006397
SpGA2022_017728-R0	NA
SpGA2022_017729-R0	NA
SpGA2022_017730-R0	GO:0003677
SpGA2022_017731-R0	NA
SpGA2022_017732-R0	NA
SpGA2022_017733-R0	NA
SpGA2022_055377-R0	GO:0005515,GO:0043531
SpGA2022_017735-R0	NA
SpGA2022_017736-R0	NA
SpGA2022_017737-R0	GO:0005524,GO:0005975,GO:0008974,GO:0016301
SpGA2022_017738-R0	NA
SpGA2022_017739-R0	GO:0009639,GO:0009959
SpGA2022_017740-R0	GO:0006351
SpGA2022_017741-R0	NA
SpGA2022_055378-R0	GO:0004366,GO:0006650,GO:0016746
SpGA2022_017743-R0	NA
SpGA2022_017744-R0	NA
SpGA2022_017744-R1	NA
SpGA2022_055380-R0	GO:0003950
SpGA2022_017747-R0	NA
SpGA2022_017748-R0	GO:0003824
SpGA2022_017749-R0	GO:0005524,GO:0016887
SpGA2022_055381-R0	GO:0000105,GO:0003824,GO:0003949
SpGA2022_017751-R0	GO:0005543
SpGA2022_017752-R0	NA
SpGA2022_017753-R0	NA
SpGA2022_017754-R0	NA
SpGA2022_017755-R0	NA
SpGA2022_017756-R0	NA
SpGA2022_017757-R0	GO:0005744,GO:0030150
SpGA2022_017758-R0	NA
SpGA2022_017759-R0	GO:0004386
SpGA2022_017760-R0	NA
SpGA2022_017761-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_017762-R0	GO:0000723,GO:0000781,GO:0003677,GO:0043047
SpGA2022_017763-R0	GO:0015969
SpGA2022_017764-R0	GO:0005509
SpGA2022_017765-R0	GO:0004672,GO:0004713,GO:0005524,GO:0006468
SpGA2022_017766-R0	NA
SpGA2022_017767-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_017768-R0	NA
SpGA2022_017769-R0	NA
SpGA2022_017770-R0	NA
SpGA2022_017771-R0	GO:0004672,GO:0005524,GO:0006468,GO:0030247
SpGA2022_055382-R0	NA
SpGA2022_055383-R0	NA
SpGA2022_055384-R0	GO:0005515,GO:0010997,GO:0097027,GO:1904668
SpGA2022_017775-R0	GO:0005509
SpGA2022_017776-R0	NA
SpGA2022_017777-R0	GO:0005515
SpGA2022_055385-R0	GO:0016020,GO:0022857,GO:0055085
SpGA2022_017779-R0	NA
SpGA2022_017780-R0	NA
SpGA2022_017781-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_017782-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_055386-R0	GO:0004672,GO:0005509,GO:0005524,GO:0006468,GO:0030247
SpGA2022_017783-R0	GO:0005509
SpGA2022_017784-R0	NA
SpGA2022_017785-R0	NA
SpGA2022_017786-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_017787-R0	GO:0005509
SpGA2022_017788-R0	NA
SpGA2022_017789-R0	GO:0004672,GO:0005509,GO:0005524,GO:0006468,GO:0030247
SpGA2022_017789-R1	GO:0005509
SpGA2022_017790-R0	NA
SpGA2022_017791-R0	NA
SpGA2022_017792-R0	NA
SpGA2022_017793-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_017794-R0	GO:0005506,GO:0008610,GO:0016491
SpGA2022_017795-R0	NA
SpGA2022_055388-R0	GO:0003676,GO:0003677,GO:0003887,GO:0006139,GO:0006260,GO:0006261,GO:0008408
SpGA2022_017796-R0	NA
SpGA2022_017798-R0	NA
SpGA2022_055389-R0	GO:0004642,GO:0006189
SpGA2022_055390-R0	NA
SpGA2022_017800-R0	NA
SpGA2022_017801-R0	NA
SpGA2022_017804-R0	NA
SpGA2022_017804-R1	NA
SpGA2022_017805-R0	GO:0016491
SpGA2022_017806-R0	GO:0003676,GO:0004386,GO:0005524,GO:0006260,GO:0006281,GO:0006310,GO:0043138
SpGA2022_017807-R0	NA
SpGA2022_017808-R0	NA
SpGA2022_017809-R0	GO:0015846,GO:0019808,GO:0042597
SpGA2022_017810-R0	GO:0016747
SpGA2022_017811-R0	NA
SpGA2022_055392-R0	GO:0016747
SpGA2022_017813-R0	NA
SpGA2022_017814-R0	GO:0016747
SpGA2022_017815-R0	NA
SpGA2022_055393-R0	GO:0016614,GO:0046577,GO:0050660
SpGA2022_017817-R0	NA
SpGA2022_017818-R0	GO:0016702
SpGA2022_017819-R0	NA
SpGA2022_017820-R0	GO:0016614,GO:0046577,GO:0050660
SpGA2022_017821-R0	NA
SpGA2022_017822-R0	GO:0016702
SpGA2022_017823-R0	GO:0016702
SpGA2022_017824-R0	NA
SpGA2022_017825-R0	GO:0016020,GO:0016021,GO:0022857
SpGA2022_017826-R0	GO:0003714
SpGA2022_017827-R0	GO:0003779
SpGA2022_055394-R0	GO:0006357,GO:0016538
SpGA2022_055395-R0	NA
SpGA2022_017831-R0	NA
SpGA2022_017833-R0	NA
SpGA2022_055396-R0	NA
SpGA2022_017835-R0	GO:0000145,GO:0006887
SpGA2022_055397-R0	GO:0003824
SpGA2022_017837-R0	GO:0005839,GO:0006511,GO:0019773,GO:0051603
SpGA2022_055398-R0	GO:0016021,GO:0022857,GO:0055085
SpGA2022_055399-R0	NA
SpGA2022_017840-R0	GO:0006633,GO:0016020,GO:0016746,GO:0016747
SpGA2022_017841-R0	NA
SpGA2022_055400-R0	NA
SpGA2022_055401-R0	NA
SpGA2022_055402-R0	GO:0005874,GO:0008017
SpGA2022_055403-R0	GO:0000250,GO:0005811,GO:0016104,GO:0016866,GO:0042300
SpGA2022_017846-R0	GO:0005515,GO:0006364,GO:0032040
SpGA2022_017847-R0	NA
SpGA2022_017848-R0	NA
SpGA2022_017849-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_055404-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_017851-R0	NA
SpGA2022_017852-R0	NA
SpGA2022_055405-R0	GO:0003839,GO:0006751
SpGA2022_017854-R0	NA
SpGA2022_017855-R0	GO:0000502,GO:0030234,GO:0042176
SpGA2022_055406-R0	GO:0003677,GO:0008270
SpGA2022_017857-R0	NA
SpGA2022_017858-R0	NA
SpGA2022_055407-R0	GO:0004386
SpGA2022_055408-R0	GO:0005515
SpGA2022_017861-R0	GO:0006812,GO:0008324,GO:0055085
SpGA2022_055409-R0	GO:0005515
SpGA2022_055410-R0	GO:0005515
SpGA2022_017864-R0	NA
SpGA2022_055411-R0	GO:0006812,GO:0008324,GO:0055085
SpGA2022_017866-R0	NA
SpGA2022_017867-R0	GO:0009733
SpGA2022_017868-R0	NA
SpGA2022_017869-R0	GO:0009733
SpGA2022_017870-R0	GO:0009733
SpGA2022_017871-R0	NA
SpGA2022_017872-R0	GO:0009733
SpGA2022_017873-R0	GO:0009733
SpGA2022_017874-R0	NA
SpGA2022_017875-R0	NA
SpGA2022_055412-R0	NA
SpGA2022_017877-R0	NA
SpGA2022_017878-R0	GO:0003677,GO:0006355
SpGA2022_017879-R0	NA
SpGA2022_055413-R0	GO:0008289
SpGA2022_055414-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_017882-R0	GO:0003690,GO:0009330,GO:0042023
SpGA2022_017883-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_017884-R0	GO:0016592
SpGA2022_017885-R0	NA
SpGA2022_017886-R0	NA
SpGA2022_017887-R0	GO:0003676,GO:0003723
SpGA2022_017888-R0	NA
SpGA2022_017889-R0	GO:0005515,GO:0006355,GO:0008270,GO:0043565
SpGA2022_017890-R0	GO:0003700,GO:0006355,GO:0043565
SpGA2022_017891-R0	NA
SpGA2022_017892-R0	NA
SpGA2022_017893-R0	GO:0015031,GO:0030173
SpGA2022_017894-R0	GO:0031023,GO:0051225
SpGA2022_055415-R0	GO:0006364,GO:0030688
SpGA2022_055416-R0	GO:0003735,GO:0005840,GO:0006412,GO:0019843
SpGA2022_017897-R0	NA
SpGA2022_055417-R0	GO:0070461
SpGA2022_017899-R0	NA
SpGA2022_055418-R0	GO:0004671,GO:0005783,GO:0006481,GO:0016021
SpGA2022_017901-R0	GO:0005515
SpGA2022_017902-R0	NA
SpGA2022_055419-R0	GO:0000166,GO:0005524,GO:0008553,GO:0016021,GO:0016887,GO:0120029
SpGA2022_017904-R0	NA
SpGA2022_055420-R0	GO:0006506,GO:0016021,GO:0017176
SpGA2022_055421-R0	NA
SpGA2022_055422-R0	NA
SpGA2022_055423-R0	NA
SpGA2022_055424-R0	GO:0003676,GO:0003677,GO:0005634,GO:0006260,GO:0006281,GO:0006310
SpGA2022_017910-R0	NA
SpGA2022_017911-R0	GO:0008380
SpGA2022_017912-R0	NA
SpGA2022_017913-R0	NA
SpGA2022_017914-R0	GO:0003677,GO:0046982
SpGA2022_017915-R0	NA
SpGA2022_017916-R0	NA
SpGA2022_017917-R0	NA
SpGA2022_017918-R0	GO:0005516
SpGA2022_017919-R0	GO:0003824,GO:0008483,GO:0030170
SpGA2022_017920-R0	NA
SpGA2022_055425-R0	GO:0005524,GO:0016887,GO:0036402
SpGA2022_017922-R0	GO:0005515,GO:0008270
SpGA2022_055426-R0	GO:0003676
SpGA2022_017924-R0	GO:0000275,GO:0015986,GO:0046933
SpGA2022_017925-R0	NA
SpGA2022_055427-R0	GO:0005216,GO:0006811,GO:0016020,GO:0055085
SpGA2022_017927-R0	GO:0005515
SpGA2022_017928-R0	NA
SpGA2022_017929-R0	NA
SpGA2022_055428-R0	GO:0000814,GO:0071985
SpGA2022_017931-R0	GO:0000814,GO:0071985
SpGA2022_017932-R0	NA
SpGA2022_017933-R0	NA
SpGA2022_017934-R0	NA
SpGA2022_017935-R0	NA
SpGA2022_017936-R0	GO:0004190,GO:0006508
SpGA2022_055429-R0	NA
SpGA2022_017938-R0	GO:0004185,GO:0006508
SpGA2022_017939-R0	NA
SpGA2022_017940-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_055430-R0	NA
SpGA2022_017942-R0	GO:0003743,GO:0006413
SpGA2022_055431-R0	GO:0005524,GO:0016887
SpGA2022_017943-R0	GO:0005515
SpGA2022_017944-R0	GO:0005515
SpGA2022_017945-R0	GO:0003677
SpGA2022_017946-R0	NA
SpGA2022_017947-R0	GO:0009055
SpGA2022_017949-R0	NA
SpGA2022_017950-R0	GO:0005515,GO:0070682
SpGA2022_017951-R0	GO:0003700,GO:0006355,GO:0043565
SpGA2022_017952-R0	GO:0008356
SpGA2022_017953-R0	GO:0046983
SpGA2022_055432-R0	GO:0007064
SpGA2022_017955-R0	NA
SpGA2022_055433-R0	GO:1902979
SpGA2022_017957-R0	GO:0030008,GO:0048193
SpGA2022_017958-R0	NA
SpGA2022_055434-R0	NA
SpGA2022_055435-R0	NA
SpGA2022_017961-R0	GO:0006508,GO:0008236
SpGA2022_017962-R0	GO:0000139,GO:0005801,GO:0006888,GO:0016021
SpGA2022_055436-R0	NA
SpGA2022_017963-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_055437-R0	GO:0003676
SpGA2022_017965-R0	GO:0003677,GO:0005634
SpGA2022_017966-R0	NA
SpGA2022_017967-R0	GO:0008168
SpGA2022_017968-R0	NA
SpGA2022_017969-R0	GO:0004852,GO:0033014
SpGA2022_017970-R0	GO:0003824,GO:0009555,GO:0080110
SpGA2022_017971-R0	GO:0005515
SpGA2022_017972-R0	GO:0003690,GO:0006355
SpGA2022_017973-R0	GO:0009765,GO:0016020
SpGA2022_017974-R0	GO:0004791,GO:0005737,GO:0016491,GO:0019430
SpGA2022_017975-R0	GO:0003676,GO:0003729
SpGA2022_017976-R0	NA
SpGA2022_017977-R0	NA
SpGA2022_017978-R0	NA
SpGA2022_017979-R0	NA
SpGA2022_055438-R0	GO:0005515,GO:0043531
SpGA2022_055439-R0	GO:0005524,GO:0016020,GO:0042626
SpGA2022_017981-R0	GO:0005524,GO:0016020,GO:0042626
SpGA2022_017982-R0	GO:0016787
SpGA2022_055440-R0	GO:0005515,GO:0043531
SpGA2022_017983-R0	GO:0043531
SpGA2022_017985-R0	NA
SpGA2022_017986-R0	NA
SpGA2022_017987-R0	GO:0005085,GO:0032012
SpGA2022_017988-R0	GO:0000398,GO:0003676,GO:0003723,GO:0046872,GO:0089701
SpGA2022_017989-R0	GO:0016020,GO:0016760,GO:0030244
SpGA2022_017990-R0	GO:0000049,GO:0000166,GO:0004812,GO:0004818,GO:0005524,GO:0006424,GO:0008270,GO:0043039
SpGA2022_017991-R0	GO:0000373,GO:0003723,GO:0005515,GO:0007165,GO:0009658
SpGA2022_017992-R0	NA
SpGA2022_017993-R0	GO:0005515
SpGA2022_017994-R0	NA
SpGA2022_017995-R0	GO:0003824,GO:0006777,GO:0019008,GO:0046872,GO:0051536,GO:0051539
SpGA2022_017996-R0	NA
SpGA2022_017997-R0	GO:0005634,GO:0006281,GO:0030915
SpGA2022_017998-R0	GO:0005634,GO:0006281,GO:0030915
SpGA2022_017999-R0	GO:0050832
SpGA2022_018000-R0	GO:0016491
SpGA2022_018001-R0	GO:0003677,GO:0005634
SpGA2022_018002-R0	GO:0000902
SpGA2022_018003-R0	NA
SpGA2022_018004-R0	NA
SpGA2022_018005-R0	NA
SpGA2022_018006-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_018007-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_018008-R0	NA
SpGA2022_018009-R0	NA
SpGA2022_018010-R0	NA
SpGA2022_018011-R0	GO:0003924,GO:0005525
SpGA2022_018012-R0	NA
SpGA2022_018013-R0	GO:0046983
SpGA2022_018014-R0	GO:0001510,GO:0003723,GO:0006396,GO:0008168,GO:0008173
SpGA2022_055441-R0	NA
SpGA2022_018016-R0	GO:0016192
SpGA2022_055442-R0	NA
SpGA2022_018017-R0	NA
SpGA2022_018019-R0	GO:0004519,GO:0006281
SpGA2022_018020-R0	GO:0005515
SpGA2022_018021-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_018022-R0	GO:0005975,GO:0046373,GO:0046556
SpGA2022_018023-R0	NA
SpGA2022_018024-R0	GO:0003677,GO:0008270
SpGA2022_018025-R0	NA
SpGA2022_018026-R0	GO:0005515,GO:0007062,GO:0008278
SpGA2022_018027-R0	NA
SpGA2022_018028-R0	NA
SpGA2022_018029-R0	NA
SpGA2022_018030-R0	GO:0005515
SpGA2022_018031-R0	NA
SpGA2022_018032-R0	NA
SpGA2022_018033-R0	NA
SpGA2022_018034-R0	NA
SpGA2022_018035-R0	NA
SpGA2022_018036-R0	NA
SpGA2022_018037-R0	NA
SpGA2022_018038-R0	NA
SpGA2022_018039-R0	GO:0003824,GO:0016831,GO:0019752,GO:0030170
SpGA2022_018040-R0	GO:0003824
SpGA2022_018041-R0	NA
SpGA2022_018042-R0	NA
SpGA2022_018043-R0	GO:0003824,GO:0016831,GO:0019752,GO:0030170
SpGA2022_018044-R0	GO:0003824
SpGA2022_018045-R0	NA
SpGA2022_018046-R0	GO:0004842,GO:0005515
SpGA2022_055443-R0	GO:0005515
SpGA2022_055444-R0	GO:0005515
SpGA2022_018049-R0	NA
SpGA2022_055445-R0	GO:0003677,GO:0003917,GO:0005694,GO:0006265
SpGA2022_055446-R0	GO:0003924,GO:0005525
SpGA2022_055447-R0	GO:0003677,GO:0005634,GO:0006367,GO:0032968
SpGA2022_018053-R0	NA
SpGA2022_018054-R0	GO:0032511
SpGA2022_055448-R0	GO:0000226,GO:0008017
SpGA2022_018056-R0	NA
SpGA2022_018058-R0	NA
SpGA2022_018059-R0	GO:0000774,GO:0006457,GO:0042803,GO:0051087
SpGA2022_018060-R0	GO:0043531
SpGA2022_018061-R0	NA
SpGA2022_018062-R0	NA
SpGA2022_055449-R0	GO:0006812,GO:0006814,GO:0006885,GO:0015299,GO:0015385,GO:0016021,GO:0055085
SpGA2022_018064-R0	NA
SpGA2022_018065-R0	NA
SpGA2022_018066-R0	GO:0006357,GO:0032777,GO:0035267
SpGA2022_055450-R0	GO:0031011
SpGA2022_018068-R0	GO:0016791
SpGA2022_018069-R0	NA
SpGA2022_018070-R0	GO:0009765,GO:0016020
SpGA2022_018071-R0	NA
SpGA2022_018072-R0	NA
SpGA2022_055451-R0	GO:0043531
SpGA2022_018074-R0	NA
SpGA2022_018075-R0	GO:0009522,GO:0015979,GO:0016020
SpGA2022_018076-R0	NA
SpGA2022_055452-R0	GO:0043531
SpGA2022_018079-R0	NA
SpGA2022_018080-R0	NA
SpGA2022_018081-R0	NA
SpGA2022_018082-R0	NA
SpGA2022_018083-R0	NA
SpGA2022_018084-R0	NA
SpGA2022_018085-R0	GO:0003924,GO:0005525
SpGA2022_018086-R0	GO:0003924,GO:0005525
SpGA2022_018087-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_055453-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018090-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018091-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018092-R0	NA
SpGA2022_018093-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_055454-R0	NA
SpGA2022_018094-R0	GO:0003735
SpGA2022_018095-R0	NA
SpGA2022_055455-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018097-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018098-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018099-R0	NA
SpGA2022_018101-R0	NA
SpGA2022_055456-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018102-R0	GO:0005524,GO:0016021
SpGA2022_055457-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018103-R0	NA
SpGA2022_018104-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018105-R0	NA
SpGA2022_018106-R0	NA
SpGA2022_018107-R0	NA
SpGA2022_018108-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018109-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018110-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018111-R0	GO:0003824,GO:0004332,GO:0006096
SpGA2022_018112-R0	NA
SpGA2022_018113-R0	GO:0016021,GO:0016192
SpGA2022_018114-R0	GO:0000166,GO:0006352,GO:0030880,GO:0044237
SpGA2022_055458-R0	GO:0005509
SpGA2022_018116-R0	NA
SpGA2022_055459-R0	GO:0005515
SpGA2022_018118-R0	NA
SpGA2022_055460-R0	GO:0008270
SpGA2022_055461-R0	NA
SpGA2022_055462-R0	GO:0006633,GO:0016836
SpGA2022_018122-R0	NA
SpGA2022_018123-R0	NA
SpGA2022_055463-R0	GO:0005515
SpGA2022_055464-R0	GO:0003676
SpGA2022_018126-R0	NA
SpGA2022_055465-R0	NA
SpGA2022_018128-R0	NA
SpGA2022_018129-R0	NA
SpGA2022_018130-R0	NA
SpGA2022_018131-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_018132-R0	NA
SpGA2022_055466-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_055467-R0	GO:0004842,GO:0005515
SpGA2022_055468-R0	GO:0003676
SpGA2022_018136-R0	GO:0006281,GO:0016491
SpGA2022_018137-R0	NA
SpGA2022_018138-R0	NA
SpGA2022_018139-R0	GO:0070403
SpGA2022_018140-R0	GO:0005515
SpGA2022_018140-R1	GO:0005515
SpGA2022_055470-R0	GO:0005515,GO:0043531
SpGA2022_055471-R0	NA
SpGA2022_055472-R0	GO:0043531
SpGA2022_055473-R0	GO:0005515,GO:0043531
SpGA2022_055474-R0	GO:0005515,GO:0043531
SpGA2022_018147-R0	NA
SpGA2022_018147-R1	NA
SpGA2022_018144-R0	NA
SpGA2022_055476-R0	GO:0005515,GO:0043531
SpGA2022_055477-R0	GO:0005515,GO:0043531
SpGA2022_018146-R0	NA
SpGA2022_018148-R0	GO:0008168,GO:0032259
SpGA2022_018150-R0	NA
SpGA2022_055478-R0	GO:0009786
SpGA2022_018151-R0	GO:0004252,GO:0006508,GO:0008236
SpGA2022_018152-R0	NA
SpGA2022_055479-R0	GO:0003700,GO:0006351,GO:0046983
SpGA2022_018154-R0	NA
SpGA2022_018155-R0	NA
SpGA2022_018156-R0	NA
SpGA2022_018156-R1	NA
SpGA2022_018157-R0	GO:0005524,GO:0046034,GO:1902600
SpGA2022_018158-R0	GO:0006355,GO:0006357,GO:0032784
SpGA2022_055481-R0	NA
SpGA2022_018160-R0	NA
SpGA2022_018161-R0	NA
SpGA2022_055482-R0	GO:0005515,GO:0043531
SpGA2022_018162-R0	NA
SpGA2022_055483-R0	GO:0005515,GO:0043531
SpGA2022_055484-R0	NA
SpGA2022_018166-R0	NA
SpGA2022_018167-R0	NA
SpGA2022_055485-R0	GO:0003824,GO:0009058
SpGA2022_018168-R0	NA
SpGA2022_018170-R0	NA
SpGA2022_055486-R0	NA
